time,logger,level,message,exception
2012-10-16 17:54:06.4223,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:54:07.2223,Raven.Database.Server.HttpServer,Debug,Request #   1: GET     -    21 ms - <default>  - 200 - /docs?pageSize=0&noCache=398441461,
2012-10-16 17:54:07.2848,Raven.Database.Server.HttpServer,Debug,Request #   2: GET     -    28 ms - <default>  - 200 - /build/version?noCache=353168437,
2012-10-16 17:54:07.3273,Raven.Database.Server.HttpServer,Debug,Request #   3: GET     -    39 ms - <default>  - 200 - /docs/?start=0&pageSize=15&noCache=-1423664384,
2012-10-16 17:54:07.3273,Raven.Database.Server.HttpServer,Debug,Request #   4: GET     -    10 ms - <default>  - 200 - /license/status?noCache=1621814668,
2012-10-16 17:54:07.4828,Raven.Database.Server.HttpServer,Debug,Request #   5: GET     -   130 ms - <default>  - 200 - /stats?noCache=735787964,
2012-10-16 17:54:28.1373,Raven.Database.Server.HttpServer,Debug,Request #   6: GET     -    28 ms - <default>  - 200 - /docs/?start=0&pageSize=15&noCache=1930467614,
2012-10-16 17:54:38.2913,Raven.Database.Server.HttpServer,Debug,Request #   7: GET     -    27 ms - <default>  - 200 - /stats?noCache=949439750,
2012-10-16 17:54:43.3693,Raven.Database.Server.HttpServer,Debug,Request #   8: GET     -    34 ms - <default>  - 200 - /stats?noCache=11198655,
2012-10-16 17:55:14.9183,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-16 17:55:14.9183,Raven.Database.Server.HttpServer,Debug,Request #   9: GET     -    23 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-10-16 17:55:15.3913,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key '6504caad-2ee1-4f09-b0c8-12c00924fff8', update: False, ",
2012-10-16 17:55:15.3913,Raven.Database.DocumentDatabase,Debug,Put document 6504caad-2ee1-4f09-b0c8-12c00924fff8 with etag 00000000-0000-0100-0000-000000000001,
2012-10-16 17:55:15.3913,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 2 because: PUT 6504caad-2ee1-4f09-b0c8-12c00924fff8,
2012-10-16 17:55:15.3913,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:55:15.3913,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0789183,
2012-10-16 17:55:15.4013,Raven.Database.Server.HttpServer,Debug,Request #  10: POST    -   169 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:55:15.4013,Raven.Database.Server.HttpServer,Debug,"	PUT 6504caad-2ee1-4f09-b0c8-12c00924fff8
",
2012-10-16 17:55:15.5993,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0000-0000-000000000000,
2012-10-16 17:55:15.6723,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:55:15.6933,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0000-0000-000000000000",
2012-10-16 17:55:15.6973,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (6504caad-2ee1-4f09-b0c8-12c00924fff8),
2012-10-16 17:55:16.1143,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on 6504caad-2ee1-4f09-b0c8-12c00924fff8 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: 6504caad-2ee1-4f09-b0c8-12c00924fff8
	LastModified I-: 20121016095515390
",
2012-10-16 17:55:16.4593,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:55:16.4633,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 3 because: WORK BY IndexingExecuter,
2012-10-16 17:55:16.4633,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:55:16.4633,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 3, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:19.2078,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'Raven/Replication/Destinations' was not found,
2012-10-16 17:56:19.2078,Raven.Database.Server.HttpServer,Debug,Request #  11: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations,
2012-10-16 17:56:19.3808,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f', update: False, ",
2012-10-16 17:56:19.3808,Raven.Database.DocumentDatabase,Debug,Put document c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f with etag 00000000-0000-0100-0000-000000000002,
2012-10-16 17:56:19.3808,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 4 because: PUT c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f,
2012-10-16 17:56:19.3808,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0017315,
2012-10-16 17:56:19.3808,Raven.Database.Server.HttpServer,Debug,Request #  12: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:19.3808,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:19.3808,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000001,
2012-10-16 17:56:19.3808,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:19.3808,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000001",
2012-10-16 17:56:19.3808,Raven.Database.Server.HttpServer,Debug,"	PUT c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f
",
2012-10-16 17:56:19.3808,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f),
2012-10-16 17:56:19.3808,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: c87ba7b9-6dc2-4bb8-aded-8e7b68f44f1f
	LastModified I-: 20121016095619380
",
2012-10-16 17:56:19.4088,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:19.4088,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 5 because: WORK BY IndexingExecuter,
2012-10-16 17:56:19.4088,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:19.4088,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:21.9448,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'fb388b26-4efd-46e9-be74-e0bb2203ebcf', update: False, ",
2012-10-16 17:56:21.9448,Raven.Database.DocumentDatabase,Debug,Put document fb388b26-4efd-46e9-be74-e0bb2203ebcf with etag 00000000-0000-0100-0000-000000000003,
2012-10-16 17:56:21.9448,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 6 because: PUT fb388b26-4efd-46e9-be74-e0bb2203ebcf,
2012-10-16 17:56:21.9448,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0015489,
2012-10-16 17:56:21.9448,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 6, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:21.9448,Raven.Database.Server.HttpServer,Debug,Request #  13: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:21.9448,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000002,
2012-10-16 17:56:21.9448,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:21.9478,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000002",
2012-10-16 17:56:21.9478,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (fb388b26-4efd-46e9-be74-e0bb2203ebcf),
2012-10-16 17:56:21.9478,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on fb388b26-4efd-46e9-be74-e0bb2203ebcf result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: fb388b26-4efd-46e9-be74-e0bb2203ebcf
	LastModified I-: 20121016095621944
",
2012-10-16 17:56:21.9448,Raven.Database.Server.HttpServer,Debug,"	PUT fb388b26-4efd-46e9-be74-e0bb2203ebcf
",
2012-10-16 17:56:21.9638,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:21.9638,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 7 because: WORK BY IndexingExecuter,
2012-10-16 17:56:21.9638,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:21.9638,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 7, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:32.5663,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key '85853700-54dc-419c-8fa4-e78ddaf505b1', update: False, ",
2012-10-16 17:56:32.5663,Raven.Database.DocumentDatabase,Debug,Put document 85853700-54dc-419c-8fa4-e78ddaf505b1 with etag 00000000-0000-0100-0000-000000000004,
2012-10-16 17:56:32.5663,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 8 because: PUT 85853700-54dc-419c-8fa4-e78ddaf505b1,
2012-10-16 17:56:32.5663,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0016395,
2012-10-16 17:56:32.5663,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 8, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:32.5663,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000003,
2012-10-16 17:56:32.5663,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:32.5663,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000003",
2012-10-16 17:56:32.5663,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (85853700-54dc-419c-8fa4-e78ddaf505b1),
2012-10-16 17:56:32.5663,Raven.Database.Server.HttpServer,Debug,Request #  14: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:32.5663,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on 85853700-54dc-419c-8fa4-e78ddaf505b1 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: 85853700-54dc-419c-8fa4-e78ddaf505b1
	LastModified I-: 20121016095632566
",
2012-10-16 17:56:32.5663,Raven.Database.Server.HttpServer,Debug,"	PUT 85853700-54dc-419c-8fa4-e78ddaf505b1
",
2012-10-16 17:56:32.6123,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:32.6123,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 9 because: WORK BY IndexingExecuter,
2012-10-16 17:56:32.6123,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:32.6123,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:37.0428,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key '4d839351-9ea9-4110-b36b-7c9dd351b539', update: False, ",
2012-10-16 17:56:37.0428,Raven.Database.DocumentDatabase,Debug,Put document 4d839351-9ea9-4110-b36b-7c9dd351b539 with etag 00000000-0000-0100-0000-000000000005,
2012-10-16 17:56:37.0428,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 10 because: PUT 4d839351-9ea9-4110-b36b-7c9dd351b539,
2012-10-16 17:56:37.0428,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0017865,
2012-10-16 17:56:37.0428,Raven.Database.Server.HttpServer,Debug,Request #  15: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:37.0428,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000004,
2012-10-16 17:56:37.0428,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:37.0428,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:37.0428,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000004",
2012-10-16 17:56:37.0428,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (4d839351-9ea9-4110-b36b-7c9dd351b539),
2012-10-16 17:56:37.0428,Raven.Database.Server.HttpServer,Debug,"	PUT 4d839351-9ea9-4110-b36b-7c9dd351b539
",
2012-10-16 17:56:37.0428,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on 4d839351-9ea9-4110-b36b-7c9dd351b539 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: 4d839351-9ea9-4110-b36b-7c9dd351b539
	LastModified I-: 20121016095637042
",
2012-10-16 17:56:37.0478,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:37.0478,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 11 because: WORK BY IndexingExecuter,
2012-10-16 17:56:37.0478,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:37.0478,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 11, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:38.7763,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'f076120b-bedb-400f-b6ba-0f52339430d5', update: False, ",
2012-10-16 17:56:38.7763,Raven.Database.DocumentDatabase,Debug,Put document f076120b-bedb-400f-b6ba-0f52339430d5 with etag 00000000-0000-0100-0000-000000000006,
2012-10-16 17:56:38.7763,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 12 because: PUT f076120b-bedb-400f-b6ba-0f52339430d5,
2012-10-16 17:56:38.7763,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0015522,
2012-10-16 17:56:38.7763,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000005,
2012-10-16 17:56:38.7763,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:38.7763,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:38.7763,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000005",
2012-10-16 17:56:38.7763,Raven.Database.Server.HttpServer,Debug,Request #  16: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:38.7763,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (f076120b-bedb-400f-b6ba-0f52339430d5),
2012-10-16 17:56:38.7763,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on f076120b-bedb-400f-b6ba-0f52339430d5 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: f076120b-bedb-400f-b6ba-0f52339430d5
	LastModified I-: 20121016095638776
",
2012-10-16 17:56:38.7763,Raven.Database.Server.HttpServer,Debug,"	PUT f076120b-bedb-400f-b6ba-0f52339430d5
",
2012-10-16 17:56:38.7903,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:38.7903,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 13 because: WORK BY IndexingExecuter,
2012-10-16 17:56:38.7903,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:38.7903,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:39.5463,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'd4267f8f-f982-41f8-9eb2-643669d6e10b', update: False, ",
2012-10-16 17:56:39.5463,Raven.Database.DocumentDatabase,Debug,Put document d4267f8f-f982-41f8-9eb2-643669d6e10b with etag 00000000-0000-0100-0000-000000000007,
2012-10-16 17:56:39.5463,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 14 because: PUT d4267f8f-f982-41f8-9eb2-643669d6e10b,
2012-10-16 17:56:39.5463,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0016974,
2012-10-16 17:56:39.5463,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000006,
2012-10-16 17:56:39.5463,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 14, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:39.5463,Raven.Database.Server.HttpServer,Debug,Request #  17: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:39.5463,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:39.5463,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000006",
2012-10-16 17:56:39.5463,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (d4267f8f-f982-41f8-9eb2-643669d6e10b),
2012-10-16 17:56:39.5463,Raven.Database.Server.HttpServer,Debug,"	PUT d4267f8f-f982-41f8-9eb2-643669d6e10b
",
2012-10-16 17:56:39.5463,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on d4267f8f-f982-41f8-9eb2-643669d6e10b result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: d4267f8f-f982-41f8-9eb2-643669d6e10b
	LastModified I-: 20121016095639546
",
2012-10-16 17:56:39.5663,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:39.5663,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 15 because: WORK BY IndexingExecuter,
2012-10-16 17:56:39.5663,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 15, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:39.5663,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 15, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:39.7213,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'e24989e6-9630-40f2-a012-f8575ec2eb93', update: False, ",
2012-10-16 17:56:39.7213,Raven.Database.DocumentDatabase,Debug,Put document e24989e6-9630-40f2-a012-f8575ec2eb93 with etag 00000000-0000-0100-0000-000000000008,
2012-10-16 17:56:39.7213,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 16 because: PUT e24989e6-9630-40f2-a012-f8575ec2eb93,
2012-10-16 17:56:39.7213,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0014899,
2012-10-16 17:56:39.7213,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 16, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:39.7213,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000007,
2012-10-16 17:56:39.7213,Raven.Database.Server.HttpServer,Debug,Request #  18: POST    -     3 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:39.7213,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"After read triggers executed, 1 documents remained",
2012-10-16 17:56:39.7213,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 1 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-000000000007",
2012-10-16 17:56:39.7213,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Indexing 1 documents for index: Raven/DocumentsByEntityName. (e24989e6-9630-40f2-a012-f8575ec2eb93),
2012-10-16 17:56:39.7213,Raven.Database.Server.HttpServer,Debug,"	PUT e24989e6-9630-40f2-a012-f8575ec2eb93
",
2012-10-16 17:56:39.7213,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on e24989e6-9630-40f2-a012-f8575ec2eb93 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: e24989e6-9630-40f2-a012-f8575ec2eb93
	LastModified I-: 20121016095639721
",
2012-10-16 17:56:39.7333,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 3 documents for Raven/DocumentsByEntityName,
2012-10-16 17:56:39.7333,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 17 because: WORK BY IndexingExecuter,
2012-10-16 17:56:39.7333,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 17, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:39.7333,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 17, for: IndexingExecuter, will wait for additional work",
2012-10-16 17:56:39.8798,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,"Inserted a new document with key 'fc594165-c52c-4bdb-bd30-5f7142ee5e42', update: False, ",
2012-10-16 17:56:39.8798,Raven.Database.DocumentDatabase,Debug,Put document fc594165-c52c-4bdb-bd30-5f7142ee5e42 with etag 00000000-0000-0100-0000-000000000009,
2012-10-16 17:56:39.8798,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 18 because: PUT fc594165-c52c-4bdb-bd30-5f7142ee5e42,
2012-10-16 17:56:39.8798,Raven.Database.DocumentDatabase,Debug,Successfully executed 1 commands in 00:00:00.0016131,
2012-10-16 17:56:39.8798,Raven.Database.Server.HttpServer,Debug,Request #  19: POST    -     2 ms - <default>  - 200 - /bulk_docs,
2012-10-16 17:56:39.8798,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 18, for: ReducingExecuter, will wait for additional work",
2012-10-16 17:56:39.8798,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,Found a total of 1 documents that requires indexing since etag: 00000000-0000-0100-0000-000000000008,
